timestamp,co2_mass,moisture_content,contaminants
1743449352649361075,6.4,9.0,2.1999999999999997
1743449353649726308,9.600000000000001,13.5,3.3
1743449354649055443,12.8,18.0,4.3999999999999995
1743449355648792643,16.0,22.5,5.499999999999999
1743449356649189506,19.2,27.0,6.599999999999999
1743449357648265962,22.4,31.5,7.699999999999998
1743449358648955222,25.599999999999998,36.0,8.799999999999999
1743449359647920602,28.799999999999997,40.5,9.899999999999999
1743449360648513197,31.999999999999996,45.0,10.999999999999998
1743449361648841573,35.199999999999996,49.5,12.099999999999998
1743449362648204759,38.4,54.0,13.199999999999998
1743449363648818711,41.6,58.5,14.299999999999997
1743449364648116604,44.800000000000004,63.0,15.399999999999997
1743449365649035808,48.00000000000001,67.5,16.499999999999996
1743449366647961004,51.20000000000001,72.0,17.599999999999998
1743449367647943857,3.2,4.5,1.0999999999999999
1743449368648716819,6.4,9.0,2.1999999999999997
1743449369647914977,9.600000000000001,13.5,3.3
1743449370648139969,12.8,18.0,4.3999999999999995
1743449371648685750,16.0,22.5,5.499999999999999
1743449372649083441,19.2,27.0,6.599999999999999
1743449373648880312,22.4,31.5,7.699999999999998
1743449374649208103,25.599999999999998,36.0,8.799999999999999
1743449375648881167,28.799999999999997,40.5,9.899999999999999
1743449376648972057,31.999999999999996,45.0,10.999999999999998
1743449377648831822,35.199999999999996,49.5,12.099999999999998
1743449378648865017,38.4,54.0,13.199999999999998
1743449379649511900,41.6,58.5,14.299999999999997
1743449380649188418,44.800000000000004,63.0,15.399999999999997
1743449381649056715,48.00000000000001,67.5,16.499999999999996
1743449382649377681,51.20000000000001,72.0,17.599999999999998
1743449383649482386,54.40000000000001,76.5,18.7
1743449384649793446,57.600000000000016,81.0,19.8
1743449385649365343,60.80000000000002,85.5,20.900000000000002
1743449386648272737,64.00000000000001,90.0,22.000000000000004
1743449387648995802,67.20000000000002,94.5,23.100000000000005
1743449388649262390,70.40000000000002,99.0,24.200000000000006
1743449389648930041,73.60000000000002,103.5,25.300000000000008
1743449390649148105,76.80000000000003,108.0,26.40000000000001
1743449391648767925,80.00000000000003,112.5,27.50000000000001
1743449392648736550,83.20000000000003,117.0,28.600000000000012
1743449393649008452,86.40000000000003,121.5,29.700000000000014
1743449394649130282,89.60000000000004,126.0,30.800000000000015
1743449395648775160,92.80000000000004,130.5,31.900000000000016
1743449396649326638,96.00000000000004,135.0,33.000000000000014
1743449397647881457,99.20000000000005,139.5,34.100000000000016
1743449398649092220,102.40000000000005,144.0,35.20000000000002
1743449399648914636,105.60000000000005,148.5,36.30000000000002
1743449400647735700,108.80000000000005,153.0,37.40000000000002
1743449401648805421,112.00000000000006,157.5,38.50000000000002
1743449402649451007,115.20000000000006,162.0,39.60000000000002
1743449403648887189,118.40000000000006,166.5,40.700000000000024
1743449404649071678,121.60000000000007,171.0,41.800000000000026
1743449405648581672,124.80000000000007,175.5,42.90000000000003
1743449406649821430,128.00000000000006,180.0,44.00000000000003
1743449407649357808,131.20000000000005,184.5,45.10000000000003
1743449408648967135,134.40000000000003,189.0,46.20000000000003
1743449409649133038,137.60000000000002,193.5,47.30000000000003
1743449410648966377,140.8,198.0,48.400000000000034
1743449411648815434,3.2,4.5,1.0999999999999999
1743449412648890782,6.4,9.0,2.1999999999999997
1743449413648952364,9.600000000000001,13.5,3.3
1743449414649418075,12.8,18.0,4.3999999999999995
1743449415649004831,16.0,22.5,5.499999999999999
1743449416648885469,19.2,27.0,6.599999999999999
1743449417648506049,22.4,31.5,7.699999999999998
