timestamp,co2_mass,moisture_content,contaminants
1743449367149394168,51.20000000000001,69.85949533793763,17.104304183522395
1743449367648745498,51.20000000000001,67.81586984078658,16.630280343554
1743449368149683020,51.20000000000001,64.4291153041531,15.843468553301431
1743449368649420599,51.20000000000001,62.47342679750319,15.387865437127692
1743449369149249245,51.20000000000001,59.2554575059313,14.636962417360696
1743449369648597222,51.20000000000001,57.40882821232773,14.204825642005927
1743449370149298890,51.20000000000001,54.373462541023684,13.493305584589669
1743449370648892664,51.20000000000001,52.63531083917791,13.084668339170332
1743449371149225049,51.20000000000001,49.78100275908511,12.41245786070422
1743449371649030564,51.20000000000001,48.14987053626031,12.027155013750024
1743449372149322902,51.20000000000001,45.47384211959084,11.393901789422552
1743449372649497498,51.20000000000001,43.94766486227265,11.03162984361011
1743449373149564593,51.20000000000001,41.44616343354304,10.436757831486746
1743449373649256266,51.20000000000001,40.022346509224754,10.097090072183354
1743449374149060915,51.20000000000001,37.69077028439368,9.539824510498132
1743449374649520300,51.20000000000001,36.366262403129944,9.22222573193865
1743449375149370865,51.20000000000001,34.199282743975125,8.701617754064118
1743449375649059885,51.20000000000001,31.564141703694094,8.06642465247008
1743449376149300645,51.20000000000001,30.416877529524523,7.788664825349858
1743449376649258868,51.20000000000001,29.315122729983916,7.521393577650665
1743449377149317339,51.20000000000001,27.504133445078995,7.081202350397468
1743449377649026865,51.20000000000001,26.476518550787162,6.830557761692135
1743449378149686140,51.20000000000001,24.799429615415995,6.420664963552357
1743449378649376214,51.20000000000001,23.853585733646277,6.188671002818396
1743449379149504899,51.20000000000001,22.311388011835803,5.809615605827699
1743449379649696732,51.20000000000001,21.44325296511752,5.595461205514305
1743449380149519050,51.20000000000001,20.028979016310178,5.245840080562848
1743449380649323974,51.20000000000001,19.23429959497096,5.048658153598107
1743449381148769680,51.20000000000001,17.940795327136293,4.72700607725367
1743449381649384649,51.20000000000001,17.215280626342366,4.545909771993726
1743449382149421217,51.20000000000001,16.035353161178378,4.2507338561132215
1743449382649355597,51.20000000000001,15.374717911738877,4.0848263513643674
1743449383149210433,51.20000000000001,14.301204643194616,3.814621735561358
1743449383649601725,51.20000000000001,13.701206749093048,3.663004879078902
1743449384149504121,51.20000000000001,12.72703569527967,3.416268718521685
1743449384649992423,51.20000000000001,12.183509007613852,3.27805073920411
1743449385149480035,51.20000000000001,11.30175123835493,3.0532946421275176
1743449385649534701,51.20000000000001,10.810633691515282,2.9275969433218756
1743449386149325833,51.20000000000001,10.014548065891661,2.7233578755539942
1743449386649398936,51.20000000000001,9.571905350504045,2.6093209275198523
1743449387149207467,51.20000000000001,8.854975884351013,2.4241706205066405
1743449387649242744,51.20000000000001,8.45702087943934,2.320958981214383
1743449388148814188,51.20000000000001,7.812987137883582,2.1535118977505583
1743449388649508436,51.20000000000001,7.456095362903657,2.060318400543063
1743449389149498812,51.20000000000001,6.878976331963682,1.9092383271565239
1743449389649413177,51.20000000000001,6.5596977082011385,1.8252874813970583
1743449390149495230,51.20000000000001,6.0438096430298875,1.6892928281543984
1743449390649124568,51.20000000000001,5.758876873959249,1.6138434848891428
1743449391149371434,51.20000000000001,5.2988456505846635,1.4917113824261958
1743449391649135513,51.20000000000001,5.045179542883826,1.4240587214047478
1743449392149336297,51.20000000000001,4.635948056575938,1.314628011414623
1743449392649314084,51.20000000000001,4.4106601083905534,1.2541049086547342
1743449393149251221,51.20000000000001,4.047491266442079,1.1562781280944052
1743449393649448405,51.20000000000001,3.847883848056466,1.1022559646818726
1743449394149383280,51.20000000000001,3.5263596992655017,1.0150004258181857
1743449394649506991,51.20000000000001,3.34992414444192,0.9668893989435745
1743449395149477651,51.20000000000001,3.0659416734108205,0.8892374672963556
1743449395649187360,51.20000000000001,2.9103545881861552,0.8464864637970283
1743449396149379475,51.20000000000001,2.660118681165503,0.7775351343039758
1743449396649506141,51.20000000000001,2.523236761699888,0.7396312253542933
1743449397149500950,51.20000000000001,2.303250823527926,0.6785410939332347
1743449397648625543,51.20000000000001,2.183104456499818,0.6450087071572458
1743449398149539193,51.20000000000001,1.9901591265581406,0.5910024305245845
1743449398649844187,51.20000000000001,1.8849450253575688,0.5614022528383522
1743449399149314097,51.20000000000001,1.716105405629517,0.5137625841965034
1743449399649620259,51.20000000000001,1.6241785139144347,0.48769024525803595
1743449400149640533,51.20000000000001,1.476770285328203,0.4457577275136398
1743449400648446615,51.20000000000001,1.3966351570058204,0.42284230989417293
1743449401148755173,51.20000000000001,1.2682299222824345,0.3860127016200703
1743449401649150374,51.20000000000001,1.198531764210594,0.3659151198269895
1743449402148929969,51.20000000000001,1.086931917302835,0.33363662242225645
1743449402649660725,51.20000000000001,0.9563322100849039,0.2956585881903029
1743449403149461727,51.20000000000001,0.9027406110631492,0.2799622865949845
1743449403649447108,51.20000000000001,0.8525719492689039,0.2652226093927537
1743449404149098784,51.20000000000001,0.7718082755810838,0.2414205533493378
1743449404649484986,51.20000000000001,0.7279503353088552,0.22842388771310398
1743449405149210415,51.20000000000001,0.6578597998395864,0.2075877101182314
1743449405649200952,51.20000000000001,0.6200251895889128,0.19627734933865432
1743449406149334457,51.20000000000001,0.5596079861969101,0.17815809282452674
1743449406649797813,51.20000000000001,0.527044776741336,0.16833682039181008
1743449407148441193,51.20000000000001,0.4750823847065056,0.15261366721174083
1743449407649617590,51.20000000000001,0.4471173022692165,0.14410308035062325
1743449408149427942,51.20000000000001,0.40252390228986495,0.1304873394560984
1743449408649774952,51.20000000000001,0.37855975675425946,0.12312768279199283
1743449409149471933,51.20000000000001,0.34037318877695216,0.11136108809238983
1743449409649358224,51.20000000000001,0.319881860169142,0.10500972202553452
1743449410149485988,51.20000000000001,0.2872520450582442,0.09486188665230161
1743449410649595755,51.20000000000001,0.26976783975546714,0.08939180977381021
1743449411150939008,140.8,177.57966712107194,43.67108080698511
1743449411650995156,140.8,166.65345817860734,41.125486985477515
1743449412150603560,140.8,149.2790354618936,37.06361706303263
1743449412651077790,140.8,139.99587166960129,34.880063261256765
1743449413151074907,140.8,125.24432964383918,31.39814669786881
1743449413650919209,140.8,117.37377232096661,29.528884031692897
1743449414150452747,140.8,104.87552988310534,26.550067054416562
1743449414651063965,140.8,98.21662390839042,24.95303644206954
1743449415151152961,140.8,87.6496679645496,22.409680170465048
1743449415651119311,140.8,82.0276388239047,21.04793018400449
1743449416151135559,140.8,73.11215025270963,18.880659104158784
1743449416651096453,140.8,68.37539508749526,17.721808542274882
1743449417151193431,140.8,60.86886031944293,15.878633436366616
1743449417650968640,140.8,56.886219195513746,14.894377527494733
1743449418151188858,140.8,50.57900335010064,13.329890792768923
1743449418650967120,140.8,47.23729537348118,12.495549527872733
1743449419151528296,140.8,41.948650524245934,11.170190183517336
1743449419650994244,140.8,39.15045836657547,10.464296960492804
1743449420151142138,140.8,34.72493898233312,9.343682154624313
1743449420650809690,140.8,32.38662477257489,8.74761068084594
1743449421151125051,140.8,28.69088158651296,7.801930155545563
1743449421650998329,140.8,26.740816903721544,7.299557391599176
1743449422151355681,140.8,23.660740274115277,6.503027125040552
1743449422650928779,140.8,22.037733073348694,6.0804299514948035
1743449423150994994,140.8,19.475917212871874,5.410801056708263
1743449423650614154,140.8,18.12781887236534,5.055984297708201
1743449424150314685,140.8,16.00131903949462,4.494103202383133
1743449424650210973,140.8,14.883795277693954,4.196756636349456
1743449425150327834,140.8,13.122151055785105,3.7261725832960697
1743449425650258657,140.8,12.197601183530768,3.477454604207478
1743449426150312060,140.8,10.741100243166898,3.084070584858737
1743449426650470718,140.8,9.977710046955622,2.8764162403272957
1743449427151057703,140.8,8.775868227428765,2.548179592359979
1743449427650975618,140.8,8.146782687749678,2.375130810564905
1743449428151207438,140.8,7.1570177858447686,2.1017598649963487
1743449428650546210,140.8,6.639620789035906,1.957815785841224
1743449429151148876,140.8,5.826099058397998,1.7305591296846154
1743449429650756292,140.8,5.401388235319092,1.6110445713264556
1743449430151205635,140.8,4.734024236647947,1.422469691122063
1743449430650334001,140.8,4.386070035391055,1.3234199070149641
1743449431150916551,140.8,3.839662103129034,1.1672281894890606
1743449431651214237,140.8,3.555141158865827,1.0852881996638097
1743449432150995402,140.8,3.108626337327261,0.9561534826523255
1743449432650947747,140.8,2.8764201268370897,0.8884903930886966
